

  SamAir task started at 13:54 on 14 JAN 2013



      ######################################################################
      #                                                                    #
      #                 SamAir - Version 2.2.5   22 September 2007         #        
      #                 ------------------------------------------         #        
      #                                                                    #
      #      Develped by:  CSIRO Electromagnetic Modelling Group           #
      #                    Fred Sugeng, Glenn Wilson & Art Raiche          #
      #                                                                    #
      #              For:  AMIRA project P223F                             #
      #                                                                    #
      ######################################################################


          INPUT DATA
          ----------


 SamAir Forward - Spectrem X & Z, Date : 25 July 2006, Time : 9:30AM, Project File : C:\CSIRO\WIP\AEM Inversion Studies\P

  TDFD =  1   DO3D =  1   PRFL =  1    ISTOP = 0

  ISW =   1   NSX =   3   STEP = 1    UNITS =   1  NCHNL =   8
  KRXW =  1   OFFTYM =   0.000    


         +----------------------------------------------
         +    Time-Domain AEM Step System Input Data    
         +        B output will be in nT
         +----------------------------------------------


                          Transmitter current
           TXON (ms)      waveform in amps
           ---------      -----------------

      1        0.000         0.000    
      2        0.000        -1000.    
      3        6.900        -1000.    

         Receiver Window Specifications (ms)
         -----------------------------------

       Window     Open        Close      Width      Centre
       ------     ----        -----      -----      ------
          1       0.025       0.026      0.001       0.026
          2       0.052       0.078      0.026       0.065
          3       0.104       0.182      0.078       0.143
          4       0.208       0.391      0.183       0.299
          5       0.414       0.807      0.393       0.610
          6       0.833       1.641      0.808       1.237
          7       1.667       3.307      1.640       2.487
          8       3.333       6.641      3.308       4.987

  CMP =  2    KPPM = 123
  Inclination angle of transmitter in level flight =  2.0 degrees (front up)

  Tx area =     400 m^2;    NTRN = 1

  Initial Rx offset relative to Tx:   36.0 Below,  123.0 Behind,   0.0 Starboard


  NSTAT =  63   SURVEY = 2   BAROMTRC = 1   LINE_TAG = 1

       63 transmitter positions along the flight path

     Line   Stat     East       North       Alt      Bearing    Pitch   ZRX    XRX      YRX
        0    23      -130.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    24      -110.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    25       -90.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    26       -70.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    27       -50.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    28       -30.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    29       -10.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    30        10.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    31        30.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    32        50.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    33        70.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    34        90.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    35       110.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    36       130.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    37       150.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    38       170.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    39       190.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    40       210.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    41       230.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
        0    42       250.0         0.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    43      -150.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    44      -130.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    45      -110.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    46       -90.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    47       -70.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    48       -50.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    49       -30.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    50       -10.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    51        10.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    52        30.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    53        50.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    54        70.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    55        90.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    56       110.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    57       130.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    58       150.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    59       170.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    60       190.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    61       210.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    62       230.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0
       80    63       250.0        80.0     100.0      90.0      0.0    36.0   123.0     0.0


                          LITHOLOGY PROPERTIES
                          --------------------

                                  Relative   Relative     Cole-Cole Parameters
        Resistivity  Conductance     MU     Dielectric   CHRG    CTAU       CFREQ

   1      1000.          1.0       1.000      1.000      0.00    0.00        1.00
   2      1.000          1.0       1.000      1.000      0.00    0.00        1.00


  LAYERED EARTH INPUT DATA
  ------------------------



          +----------------------------------+
          +  Layered Earth Model Parameters  +
          +----------------------------------+

 Layer  Thickness  Resistivity   MU-R   EPS-R   CHRG    CTAU      CFREQ
 -----  ---------  -----------   ----   -----   ----    ----      -----
   1                 1000.       1.00   1.00    0.00    0.0       1.00


     LITHOLOGY AND MESH DESCRIPTION
     ------------------------------

  Number of node "slices" along North-South axis =  4
  Number of node rows in each slice =   3
  Number of node columns in each slice =   4
  KACC = 1    SOLVER = 2


  Before computation begins, array and model coordinates are transformed from
  "real world" coordimnates to a body- centred system where the new origin is
  over the centre of the model region where depth is positive downwards.
  In the original coordinate system the new computation origin is located at:
    EAST:         0.00;    NORTH:         0.00

  Altitudes expressed as ground clearance are converted to barometric altitude.
   The revised transmitter and receiver positions are:

                   TRANSMITTER                 RECEIVER 1
                                                                    Tx Ground   Rx 1 Ground
   Station    East    North   Altitude    East    North   Altitude  Clearance   Clearance
   -------    ----    -----   --------    ----    -----   --------  ---------   --------- 
      1       -150.     -80.     100.     -273.     -80.      64.      100.        64.
      2       -130.     -80.     100.     -253.     -80.      64.      100.        64.
      3       -110.     -80.     100.     -233.     -80.      64.      100.        64.
      4        -90.     -80.     100.     -213.     -80.      64.      100.        64.
      5        -70.     -80.     100.     -193.     -80.      64.      100.        64.
      6        -50.     -80.     100.     -173.     -80.      64.      100.        64.
      7        -30.     -80.     100.     -153.     -80.      64.      100.        64.
      8        -10.     -80.     100.     -133.     -80.      64.      100.        64.
      9         10.     -80.     100.     -113.     -80.      64.      100.        64.
     10         30.     -80.     100.      -93.     -80.      64.      100.        64.
     11         50.     -80.     100.      -73.     -80.      64.      100.        64.
     12         70.     -80.     100.      -53.     -80.      64.      100.        64.
     13         90.     -80.     100.      -33.     -80.      64.      100.        64.
     14        110.     -80.     100.      -13.     -80.      64.      100.        64.
     15        130.     -80.     100.        7.     -80.      64.      100.        64.
     16        150.     -80.     100.       27.     -80.      64.      100.        64.
     17        170.     -80.     100.       47.     -80.      64.      100.        64.
     18        190.     -80.     100.       67.     -80.      64.      100.        64.
     19        210.     -80.     100.       87.     -80.      64.      100.        64.
     20        230.     -80.     100.      107.     -80.      64.      100.        64.
     21        250.     -80.     100.      127.     -80.      64.      100.        64.
     22       -150.       0.     100.     -273.       0.      64.      100.        64.
     23       -130.       0.     100.     -253.       0.      64.      100.        64.
     24       -110.       0.     100.     -233.       0.      64.      100.        64.
     25        -90.       0.     100.     -213.       0.      64.      100.        64.
     26        -70.       0.     100.     -193.       0.      64.      100.        64.
     27        -50.       0.     100.     -173.       0.      64.      100.        64.
     28        -30.       0.     100.     -153.       0.      64.      100.        64.
     29        -10.       0.     100.     -133.       0.      64.      100.        64.
     30         10.       0.     100.     -113.       0.      64.      100.        64.
     31         30.       0.     100.      -93.       0.      64.      100.        64.
     32         50.       0.     100.      -73.       0.      64.      100.        64.
     33         70.       0.     100.      -53.       0.      64.      100.        64.
     34         90.       0.     100.      -33.       0.      64.      100.        64.
     35        110.       0.     100.      -13.       0.      64.      100.        64.
     36        130.       0.     100.        7.       0.      64.      100.        64.
     37        150.       0.     100.       27.       0.      64.      100.        64.
     38        170.       0.     100.       47.       0.      64.      100.        64.
     39        190.       0.     100.       67.       0.      64.      100.        64.
     40        210.       0.     100.       87.       0.      64.      100.        64.
     41        230.       0.     100.      107.       0.      64.      100.        64.
     42        250.       0.     100.      127.       0.      64.      100.        64.
     43       -150.      80.     100.     -273.      80.      64.      100.        64.
     44       -130.      80.     100.     -253.      80.      64.      100.        64.
     45       -110.      80.     100.     -233.      80.      64.      100.        64.
     46        -90.      80.     100.     -213.      80.      64.      100.        64.
     47        -70.      80.     100.     -193.      80.      64.      100.        64.
     48        -50.      80.     100.     -173.      80.      64.      100.        64.
     49        -30.      80.     100.     -153.      80.      64.      100.        64.
     50        -10.      80.     100.     -133.      80.      64.      100.        64.
     51         10.      80.     100.     -113.      80.      64.      100.        64.
     52         30.      80.     100.      -93.      80.      64.      100.        64.
     53         50.      80.     100.      -73.      80.      64.      100.        64.
     54         70.      80.     100.      -53.      80.      64.      100.        64.
     55         90.      80.     100.      -33.      80.      64.      100.        64.
     56        110.      80.     100.      -13.      80.      64.      100.        64.
     57        130.      80.     100.        7.      80.      64.      100.        64.
     58        150.      80.     100.       27.      80.      64.      100.        64.
     59        170.      80.     100.       47.      80.      64.      100.        64.
     60        190.      80.     100.       67.      80.      64.      100.        64.
     61        210.      80.     100.       87.      80.      64.      100.        64.
     62        230.      80.     100.      107.      80.      64.      100.        64.
     63        250.      80.     100.      127.      80.      64.      100.        64.

---------------------------------------------------------------------------
                       End of SamAir control file description
---------------------------------------------------------------------------

  The frequency-domain results are directly computed from
     1.000     Hz to   10.00     Hz, using  3 points per decade and from
     10.00     Hz to  0.1000E+06 Hz, using  6 points per decade.

  These are used to construct the frequency-domain spectrum from DC to  0.1000E+06 Hz
  before transformation to the time domain.


  TIME-DOMAIN SamAir OUTPUT
  ----------------------------

  The IN-LINE component is defined as the horizontal component along
  the flight path.  It is positive in the forward flight direction.

                     Vertical primary =  -15.03     nT  
                      In-line primary =  -14.19     nT  
                   Transverse primary =   0.000     nT  
                        Total primary =   20.67     nT  

  Each component is normalised to its corresponding primary field

  The receiver is  36.0 metres below and 123.0 metres behind the transmitter.  


 TITLE:  SamAir Forward - Spectrem X & Z, Date : 25 July 2006, Time : 9:30AM, Project File : C:\CSIRO\WIP\AEM Inversion Studies\P
 -----

          VERTICAL COMPONENT - ppt

           RECEIVER POSITION       CHNL 1       CHNL 2       CHNL 3       CHNL 4       CHNL 5       CHNL 6       CHNL 7       CHNL 8 
         EAST     NORTH    ALT     0.026        0.065        0.143        0.299        0.610        1.237        2.487        4.987

  1      -273       -80     64     25.28        9.581        3.626        1.370       0.5095       0.1818       0.6271E-01   0.2052E-01
  2      -253       -80     64     25.38        9.593        3.637        1.377       0.5115       0.1821       0.6273E-01   0.2052E-01
  3      -233       -80     64     25.46        9.607        3.652        1.386       0.5148       0.1828       0.6278E-01   0.2052E-01
  4      -213       -80     64     25.50        9.624        3.674        1.399       0.5202       0.1840       0.6288E-01   0.2053E-01
  5      -193       -80     64     25.50        9.650        3.706        1.419       0.5291       0.1862       0.6306E-01   0.2053E-01
  6      -173       -80     64     25.47        9.694        3.753        1.448       0.5428       0.1898       0.6336E-01   0.2054E-01
  7      -153       -80     64     25.42        9.762        3.818        1.489       0.5629       0.1954       0.6382E-01   0.2054E-01
  8      -133       -80     64     25.38        9.859        3.904        1.544       0.5898       0.2029       0.6445E-01   0.2055E-01
  9      -113       -80     64     25.36        9.979        4.005        1.607       0.6218       0.2118       0.6521E-01   0.2056E-01
 10       -93       -80     64     25.37        10.10        4.106        1.673       0.6543       0.2208       0.6596E-01   0.2057E-01
 11       -73       -80     64     25.40        10.20        4.186        1.725       0.6800       0.2278       0.6654E-01   0.2058E-01
 12       -53       -80     64     25.43        10.23        4.220        1.749       0.6915       0.2306       0.6676E-01   0.2058E-01
 13       -33       -80     64     25.46        10.20        4.196        1.736       0.6846       0.2283       0.6655E-01   0.2058E-01
 14       -13       -80     64     25.48        10.10        4.120        1.690       0.6611       0.2215       0.6596E-01   0.2057E-01
 15         7       -80     64     25.53        9.982        4.016        1.624       0.6281       0.2121       0.6517E-01   0.2056E-01
 16        27       -80     64     25.61        9.872        3.911        1.555       0.5941       0.2027       0.6438E-01   0.2055E-01
 17        47       -80     64     25.69        9.791        3.825        1.497       0.5656       0.1950       0.6374E-01   0.2054E-01
 18        67       -80     64     25.76        9.740        3.761        1.454       0.5448       0.1896       0.6330E-01   0.2054E-01
 19        87       -80     64     25.77        9.708        3.717        1.424       0.5310       0.1862       0.6302E-01   0.2053E-01
 20       107       -80     64     25.73        9.684        3.686        1.404       0.5222       0.1842       0.6287E-01   0.2053E-01
 21       127       -80     64     25.63        9.663        3.664        1.390       0.5167       0.1831       0.6279E-01   0.2052E-01
 22      -273         0     64     25.42        9.607        3.642        1.379       0.5121       0.1819       0.6270E-01   0.2052E-01
 23      -253         0     64     25.51        9.626        3.662        1.391       0.5161       0.1825       0.6273E-01   0.2052E-01
 24      -233         0     64     25.57        9.654        3.694        1.410       0.5231       0.1838       0.6281E-01   0.2053E-01
 25      -213         0     64     25.58        9.699        3.745        1.441       0.5357       0.1864       0.6299E-01   0.2053E-01
 26      -193         0     64     25.54        9.781        3.828        1.493       0.5579       0.1915       0.6337E-01   0.2054E-01
 27      -173         0     64     25.49        9.928        3.962        1.576       0.5953       0.2007       0.6407E-01   0.2055E-01
 28      -153         0     64     25.47        10.17        4.166        1.702       0.6539       0.2156       0.6523E-01   0.2056E-01
 29      -133         0     64     25.57        10.54        4.456        1.880       0.7379       0.2373       0.6695E-01   0.2059E-01
 30      -113         0     64     25.80        11.02        4.825        2.106       0.8448       0.2653       0.6917E-01   0.2061E-01
 31       -93         0     64     26.15        11.56        5.228        2.353       0.9614       0.2957       0.7159E-01   0.2064E-01
 32       -73         0     64     26.51        12.02        5.579        2.569        1.063       0.3218       0.7365E-01   0.2066E-01
 33       -53         0     64     26.76        12.28        5.776        2.692        1.118       0.3356       0.7470E-01   0.2068E-01
 34       -33         0     64     26.81        12.23        5.749        2.677        1.108       0.3318       0.7435E-01   0.2068E-01
 35       -13         0     64     26.68        11.90        5.505        2.527        1.034       0.3113       0.7268E-01   0.2066E-01
 36         7         0     64     26.46        11.41        5.125        2.290       0.9198       0.2809       0.7025E-01   0.2064E-01
 37        27         0     64     26.27        10.90        4.719        2.036       0.7992       0.2496       0.6778E-01   0.2061E-01
 38        47         0     64     26.16        10.48        4.369        1.817       0.6974       0.2239       0.6578E-01   0.2058E-01
 39        67         0     64     26.10        10.18        4.108        1.654       0.6240       0.2061       0.6441E-01   0.2056E-01
 40        87         0     64     26.05        9.976        3.930        1.544       0.5765       0.1951       0.6360E-01   0.2054E-01
 41       107         0     64     25.96        9.846        3.814        1.474       0.5478       0.1888       0.6315E-01   0.2054E-01
 42       127         0     64     25.83        9.760        3.739        1.431       0.5310       0.1855       0.6293E-01   0.2053E-01
 43      -273        80     64     25.31        9.593        3.632        1.375       0.5107       0.1817       0.6268E-01   0.2052E-01
 44      -253        80     64     25.42        9.608        3.646        1.383       0.5135       0.1820       0.6268E-01   0.2052E-01
 45      -233        80     64     25.50        9.626        3.667        1.396       0.5179       0.1826       0.6270E-01   0.2052E-01
 46      -213        80     64     25.55        9.653        3.699        1.416       0.5252       0.1838       0.6276E-01   0.2053E-01
 47      -193        80     64     25.56        9.697        3.748        1.446       0.5373       0.1860       0.6289E-01   0.2053E-01
 48      -173        80     64     25.56        9.772        3.822        1.493       0.5564       0.1899       0.6313E-01   0.2053E-01
 49      -153        80     64     25.56        9.894        3.932        1.560       0.5848       0.1960       0.6354E-01   0.2054E-01
 50      -133        80     64     25.60        10.08        4.081        1.650       0.6235       0.2047       0.6415E-01   0.2055E-01
 51      -113        80     64     25.72        10.31        4.267        1.760       0.6709       0.2156       0.6492E-01   0.2055E-01
 52       -93        80     64     25.89        10.58        4.467        1.877       0.7211       0.2272       0.6576E-01   0.2056E-01
 53       -73        80     64     26.10        10.82        4.643        1.979       0.7642       0.2372       0.6648E-01   0.2057E-01
 54       -53        80     64     26.29        10.98        4.753        2.040       0.7891       0.2428       0.6689E-01   0.2058E-01
 55       -33        80     64     26.39        11.01        4.765        2.043       0.7884       0.2424       0.6685E-01   0.2058E-01
 56       -13        80     64     26.41        10.90        4.675        1.986       0.7619       0.2359       0.6638E-01   0.2058E-01
 57         7        80     64     26.35        10.70        4.512        1.886       0.7177       0.2255       0.6563E-01   0.2057E-01
 58        27        80     64     26.26        10.46        4.318        1.769       0.6672       0.2139       0.6480E-01   0.2056E-01
 59        47        80     64     26.16        10.23        4.132        1.659       0.6205       0.2036       0.6409E-01   0.2055E-01
 60        67        80     64     26.05        10.04        3.976        1.567       0.5832       0.1956       0.6355E-01   0.2054E-01
 61        87        80     64     25.93        9.896        3.858        1.499       0.5563       0.1901       0.6319E-01   0.2053E-01
 62       107        80     64     25.79        9.793        3.773        1.451       0.5380       0.1867       0.6298E-01   0.2053E-01
 63       127        80     64     25.64        9.720        3.715        1.418       0.5262       0.1845       0.6286E-01   0.2053E-01
-------------------------------------------------------------------------------------


          IN-LINE COMPONENT - ppt

           RECEIVER POSITION       CHNL 1       CHNL 2       CHNL 3       CHNL 4       CHNL 5       CHNL 6       CHNL 7       CHNL 8 
         EAST     NORTH    ALT     0.026        0.065        0.143        0.299        0.610        1.237        2.487        4.987

  1      -273       -80     64     6.565        2.298       0.7114       0.2357       0.7475E-01   0.1897E-01   0.4067E-02   0.9915E-03
  2      -253       -80     64     6.604        2.362       0.7649       0.2668       0.8776E-01   0.2191E-01   0.4277E-02   0.9947E-03
  3      -233       -80     64     6.663        2.459       0.8403       0.3105       0.1062       0.2615E-01   0.4586E-02   0.9996E-03
  4      -213       -80     64     6.758        2.596       0.9419       0.3692       0.1314       0.3203E-01   0.5020E-02   0.1006E-02
  5      -193       -80     64     6.907        2.777        1.072       0.4443       0.1638       0.3968E-01   0.5591E-02   0.1015E-02
  6      -173       -80     64     7.124        3.000        1.226       0.5333       0.2025       0.4886E-01   0.6279E-02   0.1026E-02
  7      -153       -80     64     7.405        3.245        1.392       0.6287       0.2438       0.5867E-01   0.7013E-02   0.1038E-02
  8      -133       -80     64     7.723        3.478        1.545       0.7166       0.2815       0.6743E-01   0.7662E-02   0.1049E-02
  9      -113       -80     64     8.034        3.654        1.655       0.7783       0.3069       0.7296E-01   0.8052E-02   0.1057E-02
 10       -93       -80     64     8.280        3.730        1.691       0.7957       0.3117       0.7319E-01   0.8022E-02   0.1061E-02
 11       -73       -80     64     8.421        3.682        1.636       0.7590       0.2919       0.6719E-01   0.7504E-02   0.1058E-02
 12       -53       -80     64     8.445        3.523        1.500       0.6731       0.2501       0.5589E-01   0.6584E-02   0.1049E-02
 13       -33       -80     64     8.377        3.299        1.315       0.5581       0.1963       0.4203E-01   0.5488E-02   0.1036E-02
 14       -13       -80     64     8.250        3.069        1.126       0.4414       0.1436       0.2906E-01   0.4493E-02   0.1023E-02
 15         7       -80     64     8.087        2.876       0.9689       0.3451       0.1020       0.1952E-01   0.3796E-02   0.1013E-02
 16        27       -80     64     7.888        2.734       0.8562       0.2782       0.7529E-01   0.1414E-01   0.3446E-02   0.1006E-02
 17        47       -80     64     7.645        2.631       0.7830       0.2376       0.6133E-01   0.1211E-01   0.3367E-02   0.1002E-02
 18        67       -80     64     7.361        2.550       0.7359       0.2147       0.5541E-01   0.1200E-01   0.3433E-02   0.1001E-02
 19        87       -80     64     7.059        2.479       0.7039       0.2016       0.5338E-01   0.1262E-01   0.3544E-02   0.1001E-02
 20       107       -80     64     6.767        2.415       0.6806       0.1935       0.5274E-01   0.1329E-01   0.3644E-02   0.1002E-02
 21       127       -80     64     6.511        2.357       0.6630       0.1880       0.5241E-01   0.1376E-01   0.3715E-02   0.1002E-02
 22      -273         0     64     6.586        2.342       0.7573       0.2646       0.8713E-01   0.2174E-01   0.4255E-02   0.9917E-03
 23      -253         0     64     6.630        2.447       0.8438       0.3156       0.1089       0.2674E-01   0.4616E-02   0.9966E-03
 24      -233         0     64     6.716        2.613       0.9727       0.3914       0.1417       0.3442E-01   0.5181E-02   0.1004E-02
 25      -213         0     64     6.880        2.862        1.158       0.5002       0.1893       0.4577E-01   0.6028E-02   0.1016E-02
 26      -193         0     64     7.166        3.214        1.411       0.6488       0.2549       0.6165E-01   0.7226E-02   0.1032E-02
 27      -173         0     64     7.610        3.673        1.733       0.8378       0.3391       0.8220E-01   0.8789E-02   0.1054E-02
 28      -153         0     64     8.209        4.211        2.105        1.056       0.4363       0.1061       0.1061E-01   0.1079E-02
 29      -133         0     64     8.906        4.757        2.476        1.272       0.5328       0.1297       0.1242E-01   0.1104E-02
 30      -113         0     64     9.573        5.194        2.766        1.440       0.6064       0.1475       0.1376E-01   0.1124E-02
 31       -93         0     64     10.05        5.390        2.882        1.505       0.6322       0.1528       0.1412E-01   0.1133E-02
 32       -73         0     64     10.21        5.257        2.763        1.428       0.5927       0.1415       0.1318E-01   0.1126E-02
 33       -53         0     64     10.04        4.809        2.414        1.213       0.4901       0.1144       0.1102E-01   0.1104E-02
 34       -33         0     64     9.626        4.170        1.923       0.9122       0.3498       0.7844E-01   0.8210E-02   0.1073E-02
 35       -13         0     64     9.137        3.523        1.424       0.6069       0.2105       0.4380E-01   0.5550E-02   0.1041E-02
 36         7         0     64     8.692        3.015        1.029       0.3671       0.1047       0.1867E-01   0.3677E-02   0.1015E-02
 37        27         0     64     8.319        2.693       0.7808       0.2204       0.4424E-01   0.5607E-02   0.2768E-02   0.9987E-03
 38        47         0     64     7.980        2.523       0.6581       0.1533       0.2121E-01   0.2073E-02   0.2602E-02   0.9918E-03
 39        67         0     64     7.633        2.439       0.6130       0.1351       0.1981E-01   0.3634E-02   0.2816E-02   0.9909E-03
 40        87         0     64     7.274        2.391       0.6039       0.1386       0.2670E-01   0.6737E-02   0.3126E-02   0.9929E-03
 41       107         0     64     6.927        2.354       0.6070       0.1481       0.3450E-01   0.9543E-02   0.3391E-02   0.9956E-03
 42       127         0     64     6.621        2.319       0.6121       0.1570       0.4058E-01   0.1152E-01   0.3571E-02   0.9980E-03
 43      -273        80     64     6.552        2.279       0.6998       0.2305       0.7299E-01   0.1858E-01   0.4037E-02   0.9913E-03
 44      -253        80     64     6.580        2.336       0.7491       0.2599       0.8535E-01   0.2134E-01   0.4234E-02   0.9944E-03
 45      -233        80     64     6.624        2.423       0.8196       0.3015       0.1031       0.2538E-01   0.4526E-02   0.9990E-03
 46      -213        80     64     6.702        2.550       0.9163       0.3583       0.1275       0.3104E-01   0.4941E-02   0.1006E-02
 47      -193        80     64     6.836        2.723        1.042       0.4319       0.1593       0.3851E-01   0.5495E-02   0.1015E-02
 48      -173        80     64     7.044        2.942        1.195       0.5206       0.1978       0.4762E-01   0.6176E-02   0.1026E-02
 49      -153        80     64     7.326        3.190        1.363       0.6169       0.2395       0.5755E-01   0.6924E-02   0.1038E-02
 50      -133        80     64     7.659        3.434        1.522       0.7062       0.2779       0.6668E-01   0.7614E-02   0.1049E-02
 51      -113        80     64     7.989        3.621        1.635       0.7679       0.3037       0.7274E-01   0.8074E-02   0.1059E-02
 52       -93        80     64     8.246        3.698        1.666       0.7808       0.3076       0.7345E-01   0.8131E-02   0.1063E-02
 53       -73        80     64     8.370        3.630        1.593       0.7320       0.2843       0.6756E-01   0.7691E-02   0.1061E-02
 54       -53        80     64     8.341        3.422        1.420       0.6258       0.2361       0.5576E-01   0.6809E-02   0.1053E-02
 55       -33        80     64     8.186        3.127        1.187       0.4854       0.1739       0.4078E-01   0.5695E-02   0.1041E-02
 56       -13        80     64     7.963        2.822       0.9500       0.3440       0.1124       0.2632E-01   0.4629E-02   0.1028E-02
